inputs ClimbRate, Sgz, P, Q, CurPitch, CurRoll, AbsRoll, DiffClb, DiffRollRate, DiffDiffClb, SeTime1, SeTime2, SeTime3, SeTime4, SeTime5, SeTime6, SeTime7, SeTime8, SeTime9, SeTime10, SeTime11, SeTime12, SeTime13, SeTime14, DiffSeTime1, DiffSeTime2, DiffSeTime3, DiffSeTime4, DiffSeTime5, DiffSeTime6, DiffSeTime7, DiffSeTime8, DiffSeTime9, DiffSeTime10, DiffSeTime11, DiffSeTime12, DiffSeTime13, DiffSeTime14, Alpha, Se, Goal
-12,-91,0.27,-0.14,0.77,0.4,-13,6,-0.005,1.5,0.026,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.025,-0.0013
405,-38,0.19,-0.12,0.09,-0.4,-12,19,0.017,-0.2,0.018,0.017,0.017,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,-7.00E-04
330,-39,0.16,-0.22,0.13,0.4,-10,27,0.011,-0.3,0.017,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.015,-5.00E-04
-49,-5,-0.19,-0.03,0.76,1.7,-9,4,-0.027,0.2,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.025,0.025,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0.7,0.025,-0.001
-610,-13,-0.36,-0.12,1.24,0,-9,1,-0.005,3,0.019,0.019,0.019,0.02,0.02,0.02,0.02,0.021,0.021,0.021,0.021,0.021,0.021,0.022,-0.001,0,-0.001,0,-0.001,0,-0.002,0,-0.001,0,0,0,-0.002,0,0.7,0.022,-4.00E-04
103,-71,-0.1,-0.13,0.78,-0.7,-7,12,0,0,0.034,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.031,-6.00E-04
-218,-6,-0.1,-0.11,0.7,-0.5,-6,9,-0.012,2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-4.00E-04
-149,13,0.12,-0.19,0.98,1.1,-6,6,-0.038,1.7,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.027,-8.00E-04
594,33,0.05,0.15,0.06,1.1,-5,-25,-0.014,0.4,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-7.00E-04
-415,-32,-0.7,-0.13,0.9,1.1,-10,0,-0.029,2.5,0.018,0.018,0.018,0.018,0.018,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0.001,0,-0.001,0,0,0,0,0,0,0,0.5,0.017,-4.00E-04
-238,-7,-0.44,-0.02,0.73,-2.4,-12,-4,0.016,1.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,-0.001,0,-0.001,0,0.5,0.018,-4.00E-04
21,-18,0.13,0.01,0.74,-1.3,-14,12,0.017,-0.4,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.027,-0.0012
69,-2,0.08,-0.15,0.42,1,-8,15,-0.007,1.6,0.02,0.019,0.019,0.018,0.018,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.001,0,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0.5,0.017,-8.00E-04
184,91,0.18,0.19,0.46,-1.7,-10,-20,0.015,0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,-0.002,0,0,0,0,0,0.6,0.023,-5.00E-04
187,-4,0.38,0.04,0.31,0.7,-11,16,0.003,-1.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-9.00E-04
-125,-38,-0.44,0.15,1.2,-0.5,-15,-7,0.009,0.4,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0,0,0,0,0,0,0,0,0,0,0,0,-0.001,0,1.1,0.038,-0.0012
-5,-4,-0.5,0.22,0.75,-0.6,-7,-21,-0.008,0.7,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.026,0.026,0.027,0,0,0,0,0,0,0,0,0,0,-0.005,0,-0.002,0,0.7,0.027,-4.00E-04
472,3,-0.13,0.04,0.09,-0.5,-11,1,-0.002,-0.2,0.019,0.019,0.019,0.019,0.019,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0.5,0.018,-7.00E-04
12,-46,0.29,0.07,0.95,-0.9,-16,6,0.015,-0.2,0.035,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.034,-0.0016
-177,-12,0.02,0.13,0.69,-1.4,-19,2,0.027,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-0.0011
27,-22,-0.61,0.01,0.55,-1.3,-16,10,-0.002,0.1,0.02,0.02,0.02,0.02,0.02,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.02,0,0,0,0,-0.001,0,0,0,0,0,-0.001,0,0.001,0,0.6,0.02,-8.00E-04
-118,-31,0.28,-0.12,0.77,-0.5,-12,18,0.017,-0.9,0.023,0.023,0.023,0.023,0.023,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0.7,0.022,-0.0012
-86,-21,-0.2,-0.14,0.56,1.7,-6,16,-0.003,-0.2,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-5.00E-04
-42,-30,0.21,-0.04,0.51,-0.1,-6,7,-0.004,-0.4,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,-4.00E-04
-217,-17,0.22,-0.06,0.95,1.5,-17,2,-0.01,2.3,0.024,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.025,-0.0017
-175,-10,-0.44,0.09,0.76,1.8,-12,2,-0.053,-1.3,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-5.00E-04
-90,-30,-0.3,-0.04,0.67,-0.5,-12,11,0.003,-0.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-7.00E-04
418,-15,-0.28,0.3,0.64,-0.1,-16,-1,0.003,-2.2,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.041,-0.0016
-29,-42,0.16,0.13,0.61,-0.8,-21,7,0.029,-0.3,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.02,0.02,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,-0.002,0,0,0,0,0,0.6,0.021,-0.0013
-190,8,0.06,0.07,0.76,0.5,-6,-7,-0.002,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,-0.002,0,0,0,0,0,0.6,0.021,-6.00E-04
39,-35,-0.11,0.03,0.48,1.3,-7,-2,-0.014,0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-7.00E-04
-92,5,0.2,0.12,0.65,2.4,-10,-10,-0.007,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-9.00E-04
-393,-21,-0.35,0.02,0.93,0.3,-8,1,-0.003,0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-6.00E-04
32,-10,-0.14,0.15,0.64,1,-6,-15,-0.003,0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,-5.00E-04
-138,-2,0.48,0.03,0.78,-0.2,-7,-2,-0.001,-0.2,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,-0.002,0,0,0,0,0,0,0,0.7,0.023,-9.00E-04
268,-42,-0.04,0.13,0.43,-0.8,-19,10,0.021,-1.3,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.025,-0.0011
-305,-43,-0.37,0.06,0.8,-0.6,-9,-4,0.005,0.2,0.017,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.019,0.019,0.019,-0.002,0,0,0,0,0,0,0,-0.001,0,0,0,0,0,0.5,0.019,-4.00E-04
-32,-24,-0.23,0.06,0.55,1.6,-8,-7,-0.019,0.1,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.017,0.017,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,-0.002,0,-0.002,0,0,0,0,0,0.5,0.018,-6.00E-04
15,-1,0.14,-0.06,0.46,-0.8,-11,13,0.016,-0.8,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,-9.00E-04
184,13,0.03,0.02,0.32,0,-7,-1,-0.01,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.018,0.018,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0.002,0,0.001,0,0,0,0.5,0.017,-6.00E-04
411,-13,0.17,-0.1,0.05,-1,-11,28,0.019,-1,0.016,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.015,-5.00E-04
-176,-28,0.25,0.17,1.31,-0.4,-11,-12,-0.013,0.2,0.035,0.037,0.037,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,-0.002,0,-0.004,0,0,0,0,0,0,0,0,0,0,0,1.1,0.04,-0.0016
-72,-44,0.19,-0.11,0.5,-1.1,-8,11,0.004,1.5,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.015,-4.00E-04
-91,-17,-0.43,-0.03,0.57,-0.3,-7,5,-0.01,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.017,0,0,0,0,0,0,0,0,0,0,-0.001,0,0.001,0,0.5,0.017,-4.00E-04
192,-37,-0.24,0.06,0.53,1.6,-14,3,-0.006,-0.1,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.026,-0.0011
-198,24,0.07,0.36,1.02,2.6,-18,-20,-0.026,-0.1,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.03,0.03,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.03,-0.0019
-81,-49,0.36,0.27,0.67,-1,-20,-10,0.03,-0.3,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.02,0.02,0.022,0.022,0.022,0,0,0,0,0,0,0,0,-0.003,0,-0.003,0,0,0,0.6,0.022,-0.0012
-148,-46,0.47,0.05,0.67,0,-11,3,-0.021,-0.8,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-0.0011
-297,30,-0.3,0.25,1.66,0.6,-17,-13,-0.012,1,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.047,-0.0022
-168,-45,-0.26,-0.25,0.55,-0.3,-6,22,-0.009,1.5,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.013,-6.00E-04
226,-32,-0.36,0.07,0.44,0.6,-15,3,-0.01,-0.1,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,-0.0011
465,-4,0.27,0.39,0.25,0.2,-16,-29,0.027,-4.9,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.7,0.023,-0.0012
176,-12,-0.15,-0.05,0.33,-0.4,-7,7,-0.009,-0.2,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,-0.001,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-7.00E-04
-318,-27,-0.55,0.03,0.82,-0.1,-16,5,-0.007,1.1,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,-0.002,0,-0.002,0,0,0,0,0,0,0,0.5,0.019,-6.00E-04
-162,-18,-0.47,0.19,1.58,-0.2,-19,3,-0.012,-0.3,0.048,0.048,0.048,0.048,0.048,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0,0,0,0,-0.003,0,0,0,0,0,0,0,0,0,1.4,0.05,-0.0021
290,-4,0.07,-0.04,0.21,0.5,-7,4,0.001,0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-8.00E-04
-279,-41,-0.37,-0.05,0.78,0.6,-10,1,-0.022,0.6,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0,0,0,0,0,0,0,0,0,0,0,0,-0.002,0,0.5,0.018,-6.00E-04
122,-11,0.27,0.02,0.38,-0.4,-8,1,0.007,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-8.00E-04
198,-32,0.32,0.02,0.44,-1.2,-11,5,0.005,-0.5,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,-8.00E-04
-231,-11,-0.14,-0.05,0.66,0.2,-9,6,-0.006,1.8,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,-6.00E-04
503,15,0.21,0.01,0.05,-0.5,-12,6,0.013,0,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.02,0.02,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0.001,0,0.002,0,0,0,0,0,0.5,0.018,-0.001
-39,-7,0.09,-0.09,0.59,0.4,-15,19,0.013,-0.6,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.019,-0.0011
439,23,-0.03,0.07,0.12,-0.4,-15,4,0.008,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.5,0.018,-0.0011
285,2,0.1,0.02,0.22,-0.7,-7,-2,0.011,0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-4.00E-04
-352,4,-0.33,0.33,1.65,-0.5,-16,-15,-0.008,-0.2,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.045,0,0,0,0,0,0,0,0,0,0,0,0,-0.004,0,1.2,0.045,-0.0015
276,-5,0.3,-0.01,0.28,0.3,-6,-2,-0.004,0.5,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-6.00E-04
-281,6,0.14,-0.01,0.75,-0.4,-6,2,-0.003,-0.1,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,-0.002,0,-0.001,0,0.5,0.017,-7.00E-04
-565,-4,-0.2,0.06,1.03,-1.7,-8,-5,0.008,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,-0.002,0,-0.001,0,0,0,0.5,0.018,-3.00E-04
-3,-29,-0.19,0.01,0.51,1.8,-5,-1,-0.016,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-6.00E-04
-303,-11,0.04,0.02,0.79,1.5,-7,-2,-0.006,-0.5,0.016,0.017,0.017,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,-0.002,0,-0.002,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-8.00E-04
-8,10,0.14,0.04,0.56,-1.2,-7,-4,-0.003,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-5.00E-04
470,-90,-0.05,-0.16,0.05,0.2,-15,26,0.007,-0.1,0.017,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,-0.001
118,27,-0.03,0.41,0.6,1.4,-5,-41,-0.015,-4.3,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,-6.00E-04
-303,-30,-0.23,0.1,1.58,-0.4,-8,-8,0.007,0,0.041,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.043,-0.001
-139,4,0.2,0.2,0.69,0.2,-13,-15,-0.011,0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-9.00E-04
221,-13,-0.16,0.16,0.36,-1.3,-14,-12,0.017,-0.3,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-0.001
126,19,0.32,0.12,0.75,0.4,-19,5,0.018,-0.2,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0.9,0.032,-0.0017
-399,32,-0.44,-0.06,0.88,-0.7,-9,3,0.009,2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-4.00E-04
218,-57,0.03,-0.09,0.26,1.3,-6,8,-0.006,0.3,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,-5.00E-04
-245,-25,0.36,0.02,0.77,0.5,-10,-6,-0.015,1.7,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-0.0012
161,-25,-0.35,-0.06,0.73,1.4,-9,7,-0.011,-0.2,0.036,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.032,0.032,0.032,0.001,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0.9,0.032,-9.00E-04
283,-81,0.24,-0.08,0.23,0.4,-11,13,0.005,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-7.00E-04
-350,10,-0.13,-0.05,1.33,-2.8,-11,-4,0.019,2.6,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.033,-5.00E-04
-145,-7,0.14,0.06,1,-0.7,-12,-1,0.009,-0.2,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.03,-8.00E-04
-225,14,0.1,0.05,0.72,0.5,-11,5,-0.009,-1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-0.0011
32,8,0.1,-0.09,0.51,0,-14,16,0.025,-0.2,0.022,0.02,0.02,0.019,0.019,0.019,0.019,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.002,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-0.001
-217,-48,-0.25,-0.16,0.65,0.5,-10,21,-0.005,-0.5,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.015,-4.00E-04
-153,17,0.39,0.02,1.49,0.4,-11,-6,-0.007,1.2,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.046,-0.0016
23,-17,-0.13,-0.03,0.46,0.6,-5,4,-0.007,-0.1,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,-0.001,0,0,0,0.5,0.017,-4.00E-04
-295,-38,-0.19,-0.08,0.87,-0.4,-10,11,-0.008,0.3,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-5.00E-04
118,17,-0.1,0.03,0.4,-1.7,-13,4,0.009,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,-0.001,0,0,0,0,0,0.5,0.018,-6.00E-04
390,0,0.01,0.01,0.17,-0.4,-8,0,-0.003,0.8,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-6.00E-04
101,-21,0.42,-0.04,0.39,-0.3,-6,5,0.008,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-5.00E-04
-223,12,0.21,0.14,0.75,0.9,-7,-14,-0.004,0,0.019,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-6.00E-04
23,-7,-0.3,0.04,0.91,0.1,-11,1,0.003,-0.1,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.033,-0.001
-299,6,-0.04,0.09,0.8,-0.4,-11,-4,0.007,-0.2,0.019,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.02,0.02,0.019,-0.003,0,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0.5,0.019,-0.0013
306,-38,0.46,-0.04,0.2,-1.5,-13,19,0.025,-0.5,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.5,0.017,-8.00E-04
-8,-62,0.37,0.13,0.57,2.1,-14,-4,-0.035,0,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-0.0013
268,-16,0.03,0.12,0.27,0.3,-6,-6,0.003,-1.8,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-5.00E-04
